variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha,logprobs_json
v9_lista_completa_meio_△○,0.0,101100100,○△○○△△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,101100101,○△○○△△○△○,5,0,null
v9_lista_completa_meio_△○,0.0,101100110,○△○○△△○○△,5,0,null
v9_lista_completa_meio_△○,0.0,101100111,○△○○△△○○○,6,0,null
v9_lista_completa_meio_△○,0.0,101101000,○△○○△○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,101101001,○△○○△○△△○,5,0,null
v9_lista_completa_meio_△○,0.0,101101010,○△○○△○△○△,5,0,null
v9_lista_completa_meio_△○,0.0,101101011,○△○○△○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,101101100,○△○○△○○△△,5,0,null
v9_lista_completa_meio_△○,0.0,101101101,○△○○△○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,101101110,○△○○△○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,101101111,○△○○△○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,101110000,○△○○○△△△△,4,0,null
v9_lista_completa_meio_△○,0.0,101110001,○△○○○△△△○,5,0,null
v9_lista_completa_meio_△○,0.0,101110010,○△○○○△△○△,5,0,null
v9_lista_completa_meio_△○,0.0,101110011,○△○○○△△○○,6,1,null
v9_lista_completa_meio_△○,0.0,101110100,○△○○○△○△△,5,1,null
v9_lista_completa_meio_△○,0.0,101110101,○△○○○△○△○,6,1,null
v9_lista_completa_meio_△○,0.0,101110110,○△○○○△○○△,6,1,null
v9_lista_completa_meio_△○,0.0,101110111,○△○○○△○○○,7,1,null
v9_lista_completa_meio_△○,0.0,101111000,○△○○○○△△△,5,1,null
v9_lista_completa_meio_△○,0.0,101111001,○△○○○○△△○,6,1,null
v9_lista_completa_meio_△○,0.0,101111010,○△○○○○△○△,6,1,null
v9_lista_completa_meio_△○,0.0,101111011,○△○○○○△○○,7,1,null
v9_lista_completa_meio_△○,0.0,101111100,○△○○○○○△△,6,1,null
v9_lista_completa_meio_△○,0.0,101111101,○△○○○○○△○,7,1,null
v9_lista_completa_meio_△○,0.0,101111110,○△○○○○○○△,7,1,null
v9_lista_completa_meio_△○,0.0,101111111,○△○○○○○○○,8,1,null
v9_lista_completa_meio_△○,0.0,110000000,○○△△△△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,110000001,○○△△△△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,110000010,○○△△△△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,110000011,○○△△△△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,110000100,○○△△△△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,110000101,○○△△△△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,110000110,○○△△△△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,110000111,○○△△△△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,110001000,○○△△△○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,110001001,○○△△△○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,110001010,○○△△△○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,110001011,○○△△△○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,110001100,○○△△△○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,110001101,○○△△△○○△○,5,0,null
v9_lista_completa_meio_△○,0.0,110001110,○○△△△○○○△,5,0,null
v9_lista_completa_meio_△○,0.0,110001111,○○△△△○○○○,6,0,null
v9_lista_completa_meio_△○,0.0,110010000,○○△△○△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,110010001,○○△△○△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,110010010,○○△△○△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,110010011,○○△△○△△○○,5,0,null
v9_lista_completa_meio_△○,0.0,110010100,○○△△○△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,110010101,○○△△○△○△○,5,1,null
v9_lista_completa_meio_△○,0.0,110010110,○○△△○△○○△,5,1,null
v9_lista_completa_meio_△○,0.0,110010111,○○△△○△○○○,6,1,null
v9_lista_completa_meio_△○,0.0,110011000,○○△△○○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,110011001,○○△△○○△△○,5,1,null
v9_lista_completa_meio_△○,0.0,110011010,○○△△○○△○△,5,1,null
v9_lista_completa_meio_△○,0.0,110011011,○○△△○○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,110011100,○○△△○○○△△,5,1,null
v9_lista_completa_meio_△○,0.0,110011101,○○△△○○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,110011110,○○△△○○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,110011111,○○△△○○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,110100000,○○△○△△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,110100001,○○△○△△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,110100010,○○△○△△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,110100011,○○△○△△△○○,5,0,null
v9_lista_completa_meio_△○,0.0,110100100,○○△○△△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,110100101,○○△○△△○△○,5,0,null
v9_lista_completa_meio_△○,0.0,110100110,○○△○△△○○△,5,0,null
v9_lista_completa_meio_△○,0.0,110100111,○○△○△△○○○,6,0,null
v9_lista_completa_meio_△○,0.0,110101000,○○△○△○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,110101001,○○△○△○△△○,5,0,null
v9_lista_completa_meio_△○,0.0,110101010,○○△○△○△○△,5,0,null
v9_lista_completa_meio_△○,0.0,110101011,○○△○△○△○○,6,0,null
v9_lista_completa_meio_△○,0.0,110101100,○○△○△○○△△,5,0,null
v9_lista_completa_meio_△○,0.0,110101101,○○△○△○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,110101110,○○△○△○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,110101111,○○△○△○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,110110000,○○△○○△△△△,4,0,null
v9_lista_completa_meio_△○,0.0,110110001,○○△○○△△△○,5,1,null
v9_lista_completa_meio_△○,0.0,110110010,○○△○○△△○△,5,1,null
v9_lista_completa_meio_△○,0.0,110110011,○○△○○△△○○,6,1,null
v9_lista_completa_meio_△○,0.0,110110100,○○△○○△○△△,5,1,null
v9_lista_completa_meio_△○,0.0,110110101,○○△○○△○△○,6,1,null
v9_lista_completa_meio_△○,0.0,110110110,○○△○○△○○△,6,1,null
v9_lista_completa_meio_△○,0.0,110110111,○○△○○△○○○,7,1,null
v9_lista_completa_meio_△○,0.0,110111000,○○△○○○△△△,5,1,null
v9_lista_completa_meio_△○,0.0,110111001,○○△○○○△△○,6,1,null
v9_lista_completa_meio_△○,0.0,110111010,○○△○○○△○△,6,1,null
v9_lista_completa_meio_△○,0.0,110111011,○○△○○○△○○,7,1,null
v9_lista_completa_meio_△○,0.0,110111100,○○△○○○○△△,6,1,null
v9_lista_completa_meio_△○,0.0,110111101,○○△○○○○△○,7,1,null
v9_lista_completa_meio_△○,0.0,110111110,○○△○○○○○△,7,1,null
v9_lista_completa_meio_△○,0.0,110111111,○○△○○○○○○,8,1,null
v9_lista_completa_meio_△○,0.0,111000000,○○○△△△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,111000001,○○○△△△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,111000010,○○○△△△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,111000011,○○○△△△△○○,5,0,null
v9_lista_completa_meio_△○,0.0,111000100,○○○△△△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,111000101,○○○△△△○△○,5,0,null
v9_lista_completa_meio_△○,0.0,111000110,○○○△△△○○△,5,0,null
v9_lista_completa_meio_△○,0.0,111000111,○○○△△△○○○,6,0,null
v9_lista_completa_meio_△○,0.0,111001000,○○○△△○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,111001001,○○○△△○△△○,5,0,null
v9_lista_completa_meio_△○,0.0,111001010,○○○△△○△○△,5,0,null
v9_lista_completa_meio_△○,0.0,111001011,○○○△△○△○○,6,0,null
v9_lista_completa_meio_△○,0.0,111001100,○○○△△○○△△,5,0,null
v9_lista_completa_meio_△○,0.0,111001101,○○○△△○○△○,6,0,null
v9_lista_completa_meio_△○,0.0,111001110,○○○△△○○○△,6,0,null
v9_lista_completa_meio_△○,0.0,111001111,○○○△△○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,111010000,○○○△○△△△△,4,0,null
v9_lista_completa_meio_△○,0.0,111010001,○○○△○△△△○,5,0,null
v9_lista_completa_meio_△○,0.0,111010010,○○○△○△△○△,5,1,null
v9_lista_completa_meio_△○,0.0,111010011,○○○△○△△○○,6,1,null
v9_lista_completa_meio_△○,0.0,111010100,○○○△○△○△△,5,0,null
v9_lista_completa_meio_△○,0.0,111010101,○○○△○△○△○,6,1,null
v9_lista_completa_meio_△○,0.0,111010110,○○○△○△○○△,6,1,null
v9_lista_completa_meio_△○,0.0,111010111,○○○△○△○○○,7,1,null
v9_lista_completa_meio_△○,0.0,111011000,○○○△○○△△△,5,1,null
v9_lista_completa_meio_△○,0.0,111011001,○○○△○○△△○,6,1,null
v9_lista_completa_meio_△○,0.0,111011010,○○○△○○△○△,6,1,null
v9_lista_completa_meio_△○,0.0,111011011,○○○△○○△○○,7,1,null
v9_lista_completa_meio_△○,0.0,111011100,○○○△○○○△△,6,1,null
v9_lista_completa_meio_△○,0.0,111011101,○○○△○○○△○,7,1,null
v9_lista_completa_meio_△○,0.0,111011110,○○○△○○○○△,7,1,null
v9_lista_completa_meio_△○,0.0,111011111,○○○△○○○○○,8,1,null
v9_lista_completa_meio_△○,0.0,111100000,○○○○△△△△△,4,0,null
v9_lista_completa_meio_△○,0.0,111100001,○○○○△△△△○,5,0,null
v9_lista_completa_meio_△○,0.0,111100010,○○○○△△△○△,5,0,null
v9_lista_completa_meio_△○,0.0,111100011,○○○○△△△○○,6,0,null
v9_lista_completa_meio_△○,0.0,111100100,○○○○△△○△△,5,0,null
v9_lista_completa_meio_△○,0.0,111100101,○○○○△△○△○,6,0,null
v9_lista_completa_meio_△○,0.0,111100110,○○○○△△○○△,6,0,null
v9_lista_completa_meio_△○,0.0,111100111,○○○○△△○○○,7,1,null
v9_lista_completa_meio_△○,0.0,111101000,○○○○△○△△△,5,0,null
v9_lista_completa_meio_△○,0.0,111101001,○○○○△○△△○,6,0,null
v9_lista_completa_meio_△○,0.0,111101010,○○○○△○△○△,6,0,null
v9_lista_completa_meio_△○,0.0,111101011,○○○○△○△○○,7,1,null
v9_lista_completa_meio_△○,0.0,111101100,○○○○△○○△△,6,0,null
v9_lista_completa_meio_△○,0.0,111101101,○○○○△○○△○,7,1,null
v9_lista_completa_meio_△○,0.0,111101110,○○○○△○○○△,7,1,null
v9_lista_completa_meio_△○,0.0,111101111,○○○○△○○○○,8,1,null
v9_lista_completa_meio_△○,0.0,111110000,○○○○○△△△△,5,0,null
v9_lista_completa_meio_△○,0.0,111110001,○○○○○△△△○,6,1,null
v9_lista_completa_meio_△○,0.0,111110010,○○○○○△△○△,6,1,null
v9_lista_completa_meio_△○,0.0,111110011,○○○○○△△○○,7,1,null
v9_lista_completa_meio_△○,0.0,111110100,○○○○○△○△△,6,1,null
v9_lista_completa_meio_△○,0.0,111110101,○○○○○△○△○,7,1,null
v9_lista_completa_meio_△○,0.0,111110110,○○○○○△○○△,7,1,null
v9_lista_completa_meio_△○,0.0,111110111,○○○○○△○○○,8,1,null
v9_lista_completa_meio_△○,0.0,111111000,○○○○○○△△△,6,1,null
v9_lista_completa_meio_△○,0.0,111111001,○○○○○○△△○,7,1,null
v9_lista_completa_meio_△○,0.0,111111010,○○○○○○△○△,7,1,null
v9_lista_completa_meio_△○,0.0,111111011,○○○○○○△○○,8,1,null
v9_lista_completa_meio_△○,0.0,111111100,○○○○○○○△△,7,1,null
v9_lista_completa_meio_△○,0.0,111111101,○○○○○○○△○,8,1,null
v9_lista_completa_meio_△○,0.0,111111110,○○○○○○○○△,8,1,null
v9_lista_completa_meio_△○,0.0,111111111,○○○○○○○○○,9,1,null
